smiles,target_name,pActivity,activity_nM,target_chembl_id
CCCCOc1cccc(CCNCC(=O)N(CCC)CCC)c1,CYP2D6,6.154901959985743,700.0,CHEMBL289
CCCCOc1cccc(CCNCC(=O)N2CCCC2)c1,CYP2D6,5.522878745280337,3000.0,CHEMBL289
CCCCOc1cccc(CCNCC(=O)N2CCCCC2)c1,CYP2D6,5.958607314841775,1100.0,CHEMBL289
CCCCOc1nc(N)c2cnn(Cc3ccc(CN4CCC4)cc3)c2n1,CYP3A4,4.860623199523586,14500.0,CHEMBL340
CCCCOc1nc(N)c2cnn(Cc3ccc(CN4CCCC4)cc3)c2n1,CYP3A4,5.1259059864969,9000.0,CHEMBL340
CCCCOc1nc(N)c2cnn(Cc3ccc(CN4CCCCC4)cc3)c2n1,CYP2D6,5.3979400086720375,4000.0,CHEMBL289
CCCCOc1nc(N)c2cnn(Cc3ccc(CN4CCCCC4)cc3)c2n1,CYP3A4,5.33889035263304,5000.0,CHEMBL340
CCCCOc1nc(N)c2cnn(Cc3cccc(CN4CCCC4)c3)c2n1,CYP2D6,4.795880017344075,16000.0,CHEMBL289
CCCCOc1nc(N)c2cnn(Cc3cccc(CN4CCCC4)c3)c2n1,CYP3A4,5.090228032229065,8500.0,CHEMBL340
CCCCOc1nc(N)c2cnn(Cc3cccc(CN4CCCCC4)c3)c2n1,CYP2D6,5.0,10000.0,CHEMBL289
CCCCOc1nc(N)c2cnn(Cc3cccc(CN4CCCCC4)c3)c2n1,CYP3A4,5.261439372640169,6500.0,CHEMBL340
CCCC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,KCNH2,6.443697499232712,360.0,CHEMBL240
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,KCNH2,4.924453038607469,11900.0,CHEMBL240
CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,EGFR,4.259637310505756,55000.0,CHEMBL203
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,KCNH2,5.522878745280337,3000.0,CHEMBL240
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,HTR2B,6.0347982989740885,923.0,CHEMBL1833
CCCN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCC,EGFR,7.045757490560675,90.0,CHEMBL203
CCCN(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)CCC,EGFR,6.886056647693163,130.0,CHEMBL203
CCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCC,EGFR,7.207608310501746,62.0,CHEMBL203
CCCN(CC)C(=O)/C=C/C=C/c1ccc2c(c1)OCO2,CYP3A4,5.0,10000.0,CHEMBL340
CCCN(CCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,EGFR,4.525346746637937,29830.0,CHEMBL203
CCCN(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,EGFR,7.070581074285707,85.0,CHEMBL203
CCCN(CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1,KCNH2,5.175223537524454,6680.0,CHEMBL240
CCCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc1ccc(NS(C)(=O)=O)cc1,KCNH2,6.886056647693163,130.0,CHEMBL240
CCCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12,EGFR,7.134896025358872,73.3,CHEMBL203
CCCN1C(=O)CC2(CCN(CC3CCN(C(=O)OCC)CC3)CC2)c2cccnc21,KCNH2,6.173925197299173,670.0,CHEMBL240
CCCN1CCC(COc2nc3ccccc3c3c2CCCN3)CC1,HTR2B,6.698970004336019,200.0,CHEMBL1833
CCCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,EGFR,4.522878745280337,30000.0,CHEMBL203
CCCN1CNc2cc(Nc3ccnc4cc(Cl)ccc34)ccc2C1,KCNH2,7.657577319177793,22.0,CHEMBL240
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CYP2D6,6.698970004336019,200.0,CHEMBL289
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,HTR2B,7.119186407719209,76.0,CHEMBL1833
CCCNC(=O)CO[C@H](c1ccccc1)[C@H](CNC)c1ccc2ccccc2c1,CYP2D6,6.187086643357144,650.0,CHEMBL289
CCCNC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,KCNH2,5.892790030352131,1280.0,CHEMBL240
CCCNCC(O)COc1ccc(O)cc1C(=O)CCc1ccccc1,KCNH2,4.3979400086720375,40000.0,CHEMBL240
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CYP2D6,5.336921286621305,4603.4,CHEMBL289
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,HTR2B,7.036212172654444,92.0,CHEMBL1833
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,KCNH2,5.818758762624412,1840.0,CHEMBL240
CCCNCc1ccc(CCn2ccc(OCc3ccc(F)cc3)cc2=O)cc1,KCNH2,5.376750709602099,4200.0,CHEMBL240
CCCNCc1ccc(CCn2ccc(OCc3ccc(F)cc3)cc2=O)nc1,KCNH2,5.292429823902063,5100.0,CHEMBL240
CCCNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,EGFR,4.229147988357856,59000.0,CHEMBL203
CCCNS(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1,KCNH2,5.850239127317353,1411.76,CHEMBL240
CCCNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1,KCNH2,6.318758762624412,480.0,CHEMBL240
CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,EGFR,5.151810883008601,7050.0,CHEMBL203
CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1.Cl,EGFR,5.151810883008601,7050.0,CHEMBL203
CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,EGFR,6.045757490560675,900.0,CHEMBL203
CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C.Cl,EGFR,6.045757490560675,900.0,CHEMBL203
CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,EGFR,6.0,1000.0,CHEMBL203
CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl.Cl,EGFR,6.0,1000.0,CHEMBL203
CCCOC(c1ccc(Cl)c(Cl)c1)C1CNC1.Cl,KCNH2,5.657577319177793,2200.0,CHEMBL240
CCCOC(c1ccc2ccccc2c1)C1CNC1.Cl,KCNH2,6.008773924307505,980.0,CHEMBL240
CCCOCCn1c(=O)c(N2CCN(CC)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,KCNH2,6.494850021680094,320.0,CHEMBL240
CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,KCNH2,5.747146969020107,1790.0,CHEMBL240
CCCOCCn1c(=O)c(N2CCN(C[C@@H](C)O)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,KCNH2,6.638272163982407,230.0,CHEMBL240
CCCOCCn1c(=O)c(N2CCN([C@@H](C)[C@@H](C)O)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,KCNH2,7.267606240177031,54.0,CHEMBL240
CCCOCCn1c(=O)c(N2CCNCC2)nc2cnc(-c3ccc(OC)nc3)cc21,KCNH2,6.173925197299173,670.0,CHEMBL240
CCCOCCn1c(=O)c(NCCNCCO)nc2cnc(-c3ccc(OC)nc3)cc21,KCNH2,5.346787486224656,4500.0,CHEMBL240
