smiles,pred_pActivity,pred_uncertainty,pred_conservative,pred_offmax,selectivity,makeability,combined_score,parent_smiles
CS(=O)(=O)c1cccc(Nc2ncnc3ccc(NC(=O)CCN4CCCCC4)cc23)c1,7.535575,4.7683716e-07,7.5355744,5.742766,1.792809,0.888888888888889,0.7919828,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(F)c3)c2c1,7.6818724,0.0,7.6818724,5.977909,1.7039633,0.888888888888889,0.79152375,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CCOc1nccn1CCCCOc1ccc2c(Nc3cccc(C#N)c3)ncnc2c1,7.6352296,4.7683716e-07,7.635229,5.9079537,1.7272758,0.888888888888889,0.7912314,C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1
CNc1cccc(Nc2ncnc3ccc(NC(=O)CCN4CCN(Cl)CC4)cc23)c1,7.599931,4.7683716e-07,7.5999303,5.853278,1.7466526,0.888888888888889,0.79116195,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1
CNc1nccn1CCCCOc1ccc2c(Nc3cccc(-c4ccccn4)c3)ncnc2c1,7.6867957,0.0,7.6867957,5.9457107,1.741085,0.8611111111111112,0.7908514,C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1
CC(C)c1ccc2c(Nc3cccc(N(C)C)c3)ncnc2c1,7.57406,4.7683716e-07,7.5740595,5.8697376,1.7043223,0.9166666666666667,0.7903312,Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1
CNc1cc2ncnc(Nc3cccc(OC)c3)c2cn1,7.8742523,0.0,7.8742523,6.3429723,1.53128,0.9166666666666667,0.79019964,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CS(=O)(=O)c1cccc(Nc2ncnc3cc(F)ccc23)c1,7.3913665,4.7683716e-07,7.391366,5.5857797,1.8055868,0.9166666666666667,0.7900571,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1
CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(F)c4)c3c2)CC1,7.6768446,4.7683716e-07,7.676844,5.9907827,1.6860619,0.888888888888889,0.78970593,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1
Cc1nccn1CCCCOc1ccc2c(Nc3cccc(-c4ccccn4)c3)ncnc2c1,7.6867957,0.0,7.6867957,5.959073,1.7277226,0.8611111111111112,0.7896822,C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1
CNc1cccc(Nc2ncnc3ccc(NC(=O)CCN4CCCCC4)cc23)c1,7.599931,4.7683716e-07,7.5999303,5.8741937,1.7257371,0.888888888888889,0.78933185,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
COc1nccn1CCCCOc1ccc2c(Nc3cccc(-c4cccnc4)c3)ncnc2c1,7.635209,0.0,7.635209,5.885052,1.7501569,0.8611111111111112,0.78906584,C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1
CNc1cccc(Nc2ncnc3cc(C#N)ncc23)c1,7.4525595,4.7683716e-07,7.452559,5.6953382,1.7572212,0.9166666666666667,0.78888476,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
Cc1cc2c(Nc3cccc(C(C)C)c3)ncnc2cn1,7.5484343,0.0,7.5484343,5.8468404,1.7015939,0.9166666666666667,0.7888112,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
Cc1ccc2c(Nc3cccc(-c4cnccn4)c3)ncnc2c1,7.3988295,4.7683716e-07,7.398829,5.5646806,1.8341489,0.888888888888889,0.7887628,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC
CN(C)c1cccc(Nc2ncnc3cc(OCCCCn4ccnc4S(C)(=O)=O)ccc23)c1,7.560435,0.0,7.560435,5.819615,1.7408199,0.888888888888889,0.78867686,C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1
c1ccc(-c2cccc(Nc3ncnc4cnc(-c5ccccn5)cc34)c2)cc1,7.432681,4.7683716e-07,7.4326806,5.572512,1.8601689,0.8611111111111112,0.78856546,OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
