smiles,target_name,pActivity,activity_nM,target_chembl_id
C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,ERBB2,5.813608784304507,1536.0,CHEMBL1824
C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,ERBB4,7.601102942554898,514.1333333333333,CHEMBL3009
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(CN5C(=O)c6ccccc6C5=O)cc4)c23)ccc1OCCN(C)C,ERBB2,7.638272163982407,23.0,CHEMBL1824
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(CN5C(=O)c6ccccc6C5=O)cc4)c23)ccc1OCCO,ERBB2,7.823908740944319,15.0,CHEMBL1824
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)ccc1OC(C)COC,ERBB2,7.853871964321762,14.0,CHEMBL1824
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)ccc1OCCCO,ERBB2,8.031517051446064,9.3,CHEMBL1824
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)ccc1OCCN(C)C,ERBB2,7.823908740944319,15.0,CHEMBL1824
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)ccc1OCCO,ERBB2,8.721246399047171,1.9,CHEMBL1824
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc5[nH]c(Cc6ccccc6)nc5c4)c23)ccc1OCCO,ERBB2,6.7258421507363195,188.0,CHEMBL1824
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)ccc1OCCO,ERBB2,7.853871964321762,14.0,CHEMBL1824
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,ERBB2,7.431798275933005,37.0,CHEMBL1824
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,ERBB4,8.522878745280337,3.0,CHEMBL3009
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,ERBB2,8.318758762624412,4.8,CHEMBL1824
